"Category","Term","Count","List Total","Pop Hits","Pop Total","P-Value","Benjamini","Fold Enrichment","Bonferroni","FDR","Fisher Exact","User Ids"
"GOTERM_CC_DIRECT","centrosome","13","53","679","20117","1.19e-7","2.30e-6","7.27","2.53e-5","1.92e-6","1.60e-8","PCNA,PLK1,BRCA2,AURKA,CDC20,CCNB2,CCNB1,CHEK1,E2F1,NEK2,KIF2C,TP53,DTL"
"GOTERM_CC_DIRECT","condensed chromosome","5","53","38","20117","2.75e-6","4.87e-5","49.94","5.85e-4","4.07e-5","4.92e-8","TOP2A,NCAPG,NEK2,BRCA1,MKI67"
"GOTERM_CC_DIRECT","cytoskeleton","16","53","1526","20117","4.52e-6","7.41e-5","3.98","9.63e-4","6.19e-5","1.11e-6","PLK1,BRCA2,ACTB,AURKA,CDC20,CCNB1,KRT18,CHEK1,BIRC5,NEK2,KIF2C,KIF20A,GAPDH,TP53,DTL,MAD2L1"
"GOTERM_CC_DIRECT","microtubule cytoskeleton","8","53","271","20117","5.94e-6","9.04e-5","11.20","1.26e-3","7.55e-5","5.13e-7","CCNB2,PLK1,BIRC5,AKT1,KIF2C,NEK2,GAPDH,AURKA"
"GOTERM_CC_DIRECT","spindle pole","6","53","162","20117","6.09e-5","8.65e-4","14.06","1.29e-2","7.23e-4","4.17e-6","CDC20,CCNB1,PLK1,NEK2,MAD2L1,AURKA"
"GOTERM_CC_DIRECT","nuclear chromosome","4","53","33","20117","8.41e-5","1.12e-3","46.01","1.78e-2","9.36e-4","1.66e-6","TOP2A,E2F1,BIRC5,MCM2"
"GOTERM_CC_DIRECT","chromosome, telomeric region","6","53","178","20117","9.52e-5","1.13e-3","12.79","2.01e-2","9.42e-4","7.17e-6","FEN1,PCNA,CHEK1,BRCA2,EZH2,MCM2"
"GOTERM_CC_DIRECT","perinuclear region of cytoplasm","10","53","731","20117","9.53e-5","1.13e-3","5.19","2.01e-2","9.42e-4","1.79e-5","CDC20,KRT18,PIK3CA,CDH1,MYC,ERBB2,GAPDH,EGFR,MAD2L1,AURKA"
"GOTERM_CC_DIRECT","microtubule organizing center","5","53","104","20117","1.51e-4","1.69e-3","18.25","3.16e-2","1.41e-3","7.90e-6","CCNB2,CCNB1,KRT18,CCND1,AURKA"
"GOTERM_CC_DIRECT","cyclin-dependent protein kinase holoenzyme complex","4","53","48","20117","2.60e-4","2.76e-3","31.63","5.38e-2","2.31e-3","7.67e-6","CCNB2,PCNA,CCND1,CDK4"
"GOTERM_CC_DIRECT","condensed nuclear chromosome","4","53","53","20117","3.48e-4","3.53e-3","28.65","7.15e-2","2.95e-3","1.14e-5","CHEK1,NCAPG,NEK2,BRCA1"
"GOTERM_CC_DIRECT","condensed chromosome, centromeric region","3","53","20","20117","1.21e-3","1.12e-2","56.93","2.27e-1","9.35e-3","1.91e-5","PLK1,NCAPG,CENPA"
"GOTERM_CC_DIRECT","outer kinetochore","3","53","20","20117","1.21e-3","1.12e-2","56.93","2.27e-1","9.35e-3","1.91e-5","CCNB1,PLK1,BUB1"
"GOTERM_CC_DIRECT","midbody","5","53","196","20117","1.64e-3","1.46e-2","9.68","2.95e-1","1.22e-2","1.64e-4","PLK1,BIRC5,NEK2,KIF20A,AURKA"
"GOTERM_CC_DIRECT","spindle midzone","3","53","27","20117","2.21e-3","1.88e-2","42.17","3.75e-1","1.57e-2","4.83e-5","PLK1,BIRC5,AURKA"
"GOTERM_CC_DIRECT","replication fork","3","53","30","20117","2.72e-3","2.23e-2","37.96","4.40e-1","1.86e-2","6.67e-5","PCNA,CHEK1,TP53"
"GOTERM_CC_DIRECT","transcription regulator complex","5","53","251","20117","4.01e-3","3.16e-2","7.56","5.75e-1","2.64e-2","5.12e-4","RB1,CDK4,E2F1,ESR1,TP53"
"GOTERM_CC_DIRECT","nuclear matrix","4","53","133","20117","4.93e-3","3.75e-2","11.42","6.51e-1","3.13e-2","4.16e-4","KRT18,KRT8,TP53,ACTB"
"GOTERM_CC_DIRECT","cyclin D1-CDK4 complex","2","53","2","20117","5.16e-3","3.79e-2","379.57","6.68e-1","3.17e-2","6.81e-6","CCND1,CDK4"
"GOTERM_CC_DIRECT","nuclear membrane","5","53","274","20117","5.46e-3","3.80e-2","6.93","6.88e-1","3.18e-2","7.60e-4","CCND1,CDK4,GAPDH,DTL,EGFR"
"GOTERM_CC_DIRECT","spindle microtubule","3","53","43","20117","5.53e-3","3.80e-2","26.48","6.93e-1","3.18e-2","1.98e-4","PLK1,BIRC5,AURKA"
"GOTERM_CC_DIRECT","centriole","4","53","170","20117","9.68e-3","6.44e-2","8.93","8.74e-1","5.38e-2","1.04e-3","TOP2A,PLK1,BIRC5,AURKA"
"GOTERM_CC_DIRECT","mitotic checkpoint complex","2","53","4","20117","1.03e-2","6.65e-2","189.78","8.90e-1","5.56e-2","4.07e-5","CDC20,MAD2L1"
"GOTERM_CC_DIRECT","male germ cell nucleus","3","53","61","20117","1.09e-2","6.82e-2","18.67","9.03e-1","5.70e-2","5.58e-4","TOP2A,PCNA,BRCA1"
"GOTERM_CC_DIRECT","Rb-E2F complex","2","53","5","20117","1.29e-2","7.83e-2","151.83","9.37e-1","6.54e-2","6.78e-5","RB1,E2F1"
"GOTERM_CC_DIRECT","lamellipodium","4","53","195","20117","1.40e-2","8.17e-2","7.79","9.50e-1","6.82e-2","1.73e-3","PIK3CA,CDH1,AKT1,ACTB"
"GOTERM_CC_DIRECT","vesicle","4","53","196","20117","1.42e-2","8.17e-2","7.75","9.52e-1","6.82e-2","1.76e-3","MUC1,AKT1,GAPDH,ACTB"
"GOTERM_CC_DIRECT","microtubule","5","53","370","20117","1.52e-2","8.21e-2","5.13","9.62e-1","6.86e-2","2.85e-3","BIRC5,KIF2C,NEK2,KIF20A,AURKA"
"GOTERM_CC_DIRECT","chromosome passenger complex","2","53","6","20117","1.54e-2","8.21e-2","126.52","9.63e-1","6.86e-2","1.01e-4","BIRC5,AURKA"
"GOTERM_CC_DIRECT","nuclear ubiquitin ligase complex","2","53","6","20117","1.54e-2","8.21e-2","126.52","9.63e-1","6.86e-2","1.01e-4","BRCA1,BRCA2"
"GOTERM_CC_DIRECT","pronucleus","2","53","8","20117","2.05e-2","1.06e-1","94.89","9.88e-1","8.90e-2","1.89e-4","EZH2,AURKA"
"GOTERM_CC_DIRECT","nucleolus","9","53","1392","20117","2.55e-2","1.29e-1","2.45","9.96e-1","1.08e-1","9.89e-3","TOP2A,FEN1,KRT18,CDK4,MYC,NEK2,MKI67,TP53,DTL"
"GOTERM_CC_DIRECT","PML body","3","53","112","20117","3.40e-2","1.68e-1","10.17","9.99e-1","1.41e-1","3.21e-3","RB1,PTEN,TP53"
"GOTERM_CC_DIRECT","DNA repair complex","2","53","14","20117","3.56e-2","1.72e-1","54.22","1.00e+0","1.44e-1","6.07e-4","BRCA1,BRCA2"
"GOTERM_CC_DIRECT","lateral element","2","53","17","20117","4.31e-2","2.04e-1","44.65","1.00e+0","1.70e-1","9.03e-4","BRCA1,BRCA2"
"GOTERM_CC_DIRECT","ciliary basal body","4","53","331","20117","5.40e-2","2.50e-1","4.59","1.00e+0","2.09e-1","1.12e-2","AKT1,NEK2,EGFR,AURKA"
"GOTERM_CC_DIRECT","anaphase-promoting complex","2","53","22","20117","5.54e-2","2.51e-1","34.51","1.00e+0","2.10e-1","1.52e-3","CDC20,UBE2C"
"GOTERM_CC_DIRECT","mitotic spindle","3","53","150","20117","5.75e-2","2.55e-1","7.59","1.00e+0","2.13e-1","7.25e-3","KIF20A,MAD2L1,AURKA"
"GOTERM_CC_DIRECT","glutamatergic synapse","5","53","594","20117","6.71e-2","2.91e-1","3.20","1.00e+0","2.44e-1","1.98e-2","CDH1,AKT1,KIF2C,ACTB,AURKA"
"GOTERM_CC_DIRECT","SWI/SNF complex","2","53","30","20117","7.48e-2","3.11e-1","25.30","1.00e+0","2.60e-1","2.83e-3","RB1,ACTB"
"GOTERM_CC_DIRECT","pericentric heterochromatin","2","53","31","20117","7.72e-2","3.11e-1","24.49","1.00e+0","2.60e-1","3.02e-3","CENPA,EZH2"
"GOTERM_CC_DIRECT","apical junction complex","2","53","31","20117","7.72e-2","3.11e-1","24.49","1.00e+0","2.60e-1","3.02e-3","CDH1,ACTB"
"GOTERM_CC_DIRECT","cilium","5","53","625","20117","7.76e-2","3.11e-1","3.04","1.00e+0","2.60e-1","2.40e-2","AKT1,NEK2,EGFR,AURKA,MCM2"
"GOTERM_CC_DIRECT","nuclear body","4","53","388","20117","7.88e-2","3.11e-1","3.91","1.00e+0","2.60e-1","1.90e-2","PCNA,MYC,BRCA1,TP53"
"GOTERM_CC_DIRECT","adherens junction","3","53","196","20117","9.13e-2","3.50e-1","5.81","1.00e+0","2.92e-1","1.49e-2","KRT18,CDH1,ACTB"
"GOTERM_CC_DIRECT","ribonucleoprotein complex","4","53","415","20117","9.20e-2","3.50e-1","3.66","1.00e+0","2.92e-1","2.36e-2","TOP2A,BRCA1,GAPDH,ACTB"
"GOTERM_CC_DIRECT","mitotic spindle pole","2","53","40","20117","9.84e-2","3.68e-1","18.98","1.00e+0","3.07e-1","4.98e-3","PLK1,AURKA"

