"Main Category","Category","Terms"
"Gene Ontology","GOTERM_MF_DIRECT","DNA-binding transcription factor activity, RNA polymerase II-specific"
"Gene Ontology","GOTERM_MF_DIRECT","cis-regulatory region sequence-specific DNA binding"
"Gene Ontology","GOTERM_MF_DIRECT","DNA-binding transcription activator activity"
"Gene Ontology","GOTERM_MF_DIRECT","DNA binding"
"Gene Ontology","GOTERM_MF_DIRECT","DNA-binding transcription factor activity"
"Gene Ontology","GOTERM_MF_DIRECT","protein binding"
"Gene Ontology","GOTERM_MF_DIRECT","protein kinase binding"
"Gene Ontology","GOTERM_MF_DIRECT","sequence-specific DNA binding"
"Gene Ontology","GOTERM_MF_DIRECT","protein dimerization activity"
"Gene Ontology","GOTERM_MF_DIRECT","molecular adaptor activity"
"Gene Ontology","GOTERM_MF_DIRECT","DNA-binding transcription factor binding"
"Gene Ontology","GOTERM_MF_DIRECT","sequence-specific double-stranded DNA binding"
"General Annotations","CHROMOSOME","20"
"General Annotations","CYTOGENETIC_LOCATION","20q11.22"
"General Annotations","ENTREZ_GENE_SUMMARY","The protein encoded by this gene is a member of the E2F family of transcription factors. The E2F family plays a crucial role in the control of cell cycle and action of tumor suppressor proteins and is also a target of the transforming proteins of small DNA tumor viruses. The E2F proteins contain several evolutionally conserved domains found in most members of the family. These domains include a DNA binding domain, a dimerization domain which determines interaction with the differentiation regulated transcription factor proteins (DP), a transactivation domain enriched in acidic amino acids, and a tumor suppressor protein association domain which is embedded within the transactivation domain.  This protein and another 2 members, E2F2 and E2F3, have an additional cyclin binding domain. This protein binds preferentially to retinoblastoma protein pRB in a cell-cycle dependent manner. It can mediate both cell proliferation and p53-dependent/independent apoptosis. [provided by RefSeq, Jul 2008]"
"General Annotations","UP_COMMENT_ACTIVITY_REGULATION","BIRC2/c-IAP1 stimulates its transcriptional activity. {ECO:0000269|PubMed:21653699}."
"General Annotations","UP_COMMENT_FUNCTION","Transcription activator that binds DNA cooperatively with DP proteins through the E2 recognition site, 5'-TTTC[CG]CGC-3' found in the promoter region of a number of genes whose products are involved in cell cycle regulation or in DNA replication (PubMed:10675335, PubMed:12717439, PubMed:17050006, PubMed:17704056, PubMed:18625225, PubMed:28992046). The DRTF1/E2F complex functions in the control of cell-cycle progression from G1 to S phase (PubMed:10675335, PubMed:12717439, PubMed:17704056). E2F1 binds preferentially RB1 in a cell-cycle dependent manner (PubMed:10675335, PubMed:12717439, PubMed:17704056). It can mediate both cell proliferation and TP53/p53- dependent apoptosis (PubMed:8170954). Blocks adipocyte differentiation by binding to specific promoters repressing CEBPA binding to its target gene promoters (PubMed:20176812). Directly activates transcription of PEG10 (PubMed:17050006, PubMed:18625225, PubMed:28992046). Positively regulates transcription of RRP1B (PubMed:20040599). {ECO:0000269|PubMed:10675335, ECO:0000269|PubMed:12717439, ECO:0000269|PubMed:17050006, ECO:0000269|PubMed:17704056, ECO:0000269|PubMed:18625225, ECO:0000269|PubMed:20040599, ECO:0000269|PubMed:20176812, ECO:0000269|PubMed:28992046, ECO:0000269|PubMed:8170954}."
"General Annotations","UP_COMMENT_INTERACTION","Q01094; P05067: APP; NbExp=3; IntAct=EBI-448924, EBI-77613; Q01094; Q14201: BTG3; NbExp=3; IntAct=EBI-448924, EBI-948192; Q01094; P49336: CDK8; NbExp=3; IntAct=EBI-448924, EBI-394377; Q01094; Q92466: DDB2; NbExp=2; IntAct=EBI-448924, EBI-1176171; Q01094; Q13547: HDAC1; NbExp=2; IntAct=EBI-448924, EBI-301834; Q01094; Q92830: KAT2A; NbExp=3; IntAct=EBI-448924, EBI-477622; Q01094; Q96JM7: L3MBTL3; NbExp=2; IntAct=EBI-448924, EBI-2686809; Q01094; Q8NEM0: MCPH1; NbExp=6; IntAct=EBI-448924, EBI-1565483; Q01094; Q9Y618: NCOR2; NbExp=2; IntAct=EBI-448924, EBI-80830; Q01094; P09874: PARP1; NbExp=3; IntAct=EBI-448924, EBI-355676; Q01094; Q96IZ0: PAWR; NbExp=2; IntAct=EBI-448924, EBI-595869; Q01094; O14744: PRMT5; NbExp=8; IntAct=EBI-448924, EBI-351098; Q01094; P06400: RB1; NbExp=29; IntAct=EBI-448924, EBI-491274; Q01094; Q14684: RRP1B; NbExp=10; IntAct=EBI-448924, EBI-372051; Q01094; Q96EB6: SIRT1; NbExp=3; IntAct=EBI-448924, EBI-1802965; Q01094; P08047: SP1; NbExp=2; IntAct=EBI-448924, EBI-298336; Q01094; P42224: STAT1; NbExp=2; IntAct=EBI-448924, EBI-1057697; Q01094; Q14186: TFDP1; NbExp=17; IntAct=EBI-448924, EBI-749713; Q01094; Q92547: TOPBP1; NbExp=3; IntAct=EBI-448924, EBI-308302; Q01094; O95361: TRIM16; NbExp=2; IntAct=EBI-448924, EBI-727384; Q01094; P03129: E7; Xeno; NbExp=2; IntAct=EBI-448924, EBI-866453; Q01094; Q923E4: Sirt1; Xeno; NbExp=3; IntAct=EBI-448924, EBI-1802585;"
"General Annotations","UP_COMMENT_PTM","Acetylation stimulates DNA-binding. Enhanced under stress conditions such as DNA damage and inhibited by retinoblastoma protein RB1. Regulated by KAP1/TRIM28 which recruits HDAC1 to E2F1 resulting in deacetylation. Acetylated by P/CAF/KAT2B. {ECO:0000269|PubMed:10675335, ECO:0000269|PubMed:17704056}."
"General Annotations","UP_COMMENT_PTM","Methylation at Lys-185 by SETD7 promotes E2F1 ubiquitin-dependent proteasomal degradation. {ECO:0000269|PubMed:20603083, ECO:0000269|PubMed:29691401}."
"General Annotations","UP_COMMENT_PTM","Phosphorylated by CDK2 and cyclin A-CDK2 in the S-phase (PubMed:12717439, PubMed:7838523). Phosphorylation at Ser-364 by CHEK2 stabilizes E2F1 upon DNA damage and regulates its effect on transcription and apoptosis (PubMed:12717439). Phosphorylation at Ser- 403 by GSK3B promotes interaction with USP11, leading to its deubiquitination and stabilization (PubMed:28992046). {ECO:0000269|PubMed:12717439, ECO:0000269|PubMed:28992046, ECO:0000269|PubMed:7838523}."
"General Annotations","UP_COMMENT_PTM","Ubiquitinated via 'Lys-63'-linked ubiquitin, leading to its degradation (PubMed:28992046). Deubiquitinated by USP11 following phosphorylation by GSK3B, promoting its stability (PubMed:28992046). {ECO:0000269|PubMed:28992046}."
"General Annotations","UP_COMMENT_SEQUENCE_CAUTION","Sequence=AAB24289.1; Type=Erroneous initiation; Note=Extended N-terminus.; Evidence={ECO:0000305};"
"General Annotations","UP_COMMENT_SIMILARITY","Belongs to the E2F/DP family. {ECO:0000305}."
"General Annotations","UP_COMMENT_SUBCELLULAR_LOCATION","Nucleus {ECO:0000269|PubMed:20040599, ECO:0000269|PubMed:28992046}."
"General Annotations","UP_COMMENT_SUBUNIT","(Microbial infection) Interacts with human cytomegalovirus/HHV-5 protein UL123. {ECO:0000269|PubMed:7494286}."
"General Annotations","UP_COMMENT_SUBUNIT","Component of the DRTF1/E2F transcription factor complex. Forms heterodimers with DP family members. The E2F1 complex binds specifically hypophosphorylated RB1, the interaction represses E2F1- driven transcription (PubMed:8336704). During the cell cycle, RB1 becomes phosphorylated in mid-to-late G1 phase, detaches from the DRTF1/E2F complex, rendering E2F transcriptionally active. Viral oncoproteins, notably E1A, T-antigen and HPV E7, are capable of sequestering RB1, thus releasing the active complex. Interacts with TRRAP, which probably mediates its interaction with histone acetyltransferase complexes, leading to transcription activation. Binds TOPBP1 and EAPP. Interacts with ARID3A. Interacts with TRIM28; the interaction inhibits E2F1 acetylation through recruiting HDAC1 and represses its transcriptional activity. Interaction with KAT2B; the interaction acetylates E2F1 enhancing its DNA-binding and transcriptional activity. Interacts with BIRC2/c-IAP1 (via BIR domains). The complex TFDP1:E2F1 interacts with CEBPA; the interaction prevents CEBPA binding to target genes promoters and represses its transcriptional activity (PubMed:20176812). Interacts with RRP1B (PubMed:20040599). Interacts with HCFC1 (PubMed:23629655). Interacts with KMT2E; the interaction is probably indirect and is mediated via HCFC1 (PubMed:23629655). Interacts with DCAF5 and L3MBTL3; the interaction requires methylation at Lys-185 and is necessary to target E2F1 for ubiquitination by the CRL4-DCAF5 E3 ubiquitin ligase complex (PubMed:29691401). {ECO:0000250|UniProtKB:Q61501, ECO:0000269|PubMed:10675335, ECO:0000269|PubMed:11418595, ECO:0000269|PubMed:12598654, ECO:0000269|PubMed:12697828, ECO:0000269|PubMed:15716352, ECO:0000269|PubMed:16360038, ECO:0000269|PubMed:17704056, ECO:0000269|PubMed:20040599, ECO:0000269|PubMed:20176812, ECO:0000269|PubMed:21653699, ECO:0000269|PubMed:23629655, ECO:0000269|PubMed:29691401, ECO:0000269|PubMed:8336704, ECO:0000269|PubMed:9780002}."
"Identifiers","ENTREZ_GENE_ID","1869"
"Identifiers","ENSEMBL_GENE_ID","ENSG00000101412"
"Identifiers","UNIPROT_ID","Q9BSD8_HUMAN"
"Identifiers","UNIPROT_ID","E2F1_HUMAN"
"Literature","GENERIF_SUMMARY","transcriptional inhibition of the plasminogen activator inhibitor type 1 gene"
"Literature","GENERIF_SUMMARY","expression reduced in primary and metastatic breast carcinoma"
"Literature","GENERIF_SUMMARY","selection and characterization of active hammerhead ribozymes targeted against E2F1 full-length mRNA"
"Literature","GENERIF_SUMMARY","Regulation of E2F1-dependent gene transcription and apoptosis by the ETS-related transcription factor GABPgamma1"
"Literature","GENERIF_SUMMARY","increased ppRb and E2FI immunoreactivity in Alzheimer disease brain, with ppRb predominately located in the nucleus and E2F1 in the cytoplasm."
"Literature","GENERIF_SUMMARY","Human telomerase accelerates growth of lens epithelial cells through regulation of the genes mediating RB/E2F pathway."
"Literature","GENERIF_SUMMARY","Overexpression of E2F-1 induces apoptosis and increases chemosensitivity in human pancreatic carcinoma cells. Cell cycle, PARP cleavage and morphology supported apoptosis as the cell death mechanism in reponse to E2F1."
"Literature","GENERIF_SUMMARY","conclude that E2F proteins and Sp1 play an important role in the control of p18 expression"
"Literature","GENERIF_SUMMARY","p14(ARF) regulates E2F activity in different cell types and down-regulates E2F-dependent transcription, and in cells undergoing E2F-dependent apoptosis prompts cell cycle arrest. p14(ARF) possesses multiple binding domains for E2F-1."
"Literature","GENERIF_SUMMARY","p73beta is transcriptionally induced by E2F-1 and functions as a positive regulator of apoptosis."
"Literature","GENERIF_SUMMARY","Most of the TGF-beta1-induced preapoptotic cells were arrested in G(1) phase of the cell cycle. This was associated with a significant increase in both E2F-DNA-binding activity and transcription of E2F-responsive reporter constructs."
"Literature","GENERIF_SUMMARY","E2F-1 regulates the expression of APAF-1 in human cells"
"Literature","GENERIF_SUMMARY","E2F-1 has a role in regulation of caspase proenzymes through a direct transcriptional mechanism"
"Literature","GENERIF_SUMMARY","Che-1 contacts the pocket region of Rb and removes HDAC1 from the Rb/E2F1 complex, affecting the activation of E2F-dependent promoters and cell division."
"Literature","GENERIF_SUMMARY","During thyroid hormone-induced differentiation of embryonic carcinoma cells and of oligodendrocyte precursor cells, levels of E2F-1 mRNA and E2F-1 protein decrease, caused by thyroid hormone receptor regulating the transcription of the E2F-1 gene."
"Literature","GENERIF_SUMMARY","IFN-gamma is an effective inhibitor of ASM cell proliferation by blocking transition from G1-to-S phase by acting at two different levels"
"Literature","GENERIF_SUMMARY","expression of the transcription factor DP-1 and its heterodimeric partner E2F-1 in non-Hodgkin lymphoma"
"Literature","GENERIF_SUMMARY","We found that E2F1 was present at most of the CpG islands bound by pRb, independent of the phase of the cell cycle, our data suggest that the majority of DNA-bound pRb is recruited to E2F target promoters during both G(0)/G(1) and S phases."
"Literature","GENERIF_SUMMARY","P202 inhibits E2F1-mediated apoptosis in prostate cancer cells"
"Literature","GENERIF_SUMMARY","E2F1 is involved in heat shock-induced cell cycle arrests at the G1/S and G2/M checkpoints, which also may be relevant for hyperthermic cancer therapy"
"Literature","GENERIF_SUMMARY","esf-1 induces apoptosis and inhibits proliferation of human colon cancer cell lines; a caspase-independent pathway is suggested"
"Literature","GENERIF_SUMMARY","Chk2 phosphorylates and activates E2F-1 in response to DNA damage, resulting in apoptosis. This suggests a role for E2F-1 in checkpoint control and tumour suppression."
"Literature","GENERIF_SUMMARY","In response to DNA damage, E2F1 is directed from cell cycle progression to apoptotic E2F target genes."
"Literature","GENERIF_SUMMARY","Analysis of gene expression level profiles showed that parental cell line undergoes apoptosis through an E2F1/p73-dependent pathway while its drug resistant variant evades it."
"Literature","GENERIF_SUMMARY","Both senescence-associated heterochromatin foci formation and the silencing of E2F target genes depend on the integrity of the Rb pathway and do not occur in reversibly arrested cells"
"Literature","GENERIF_SUMMARY","C/EBPepsilon interacts with Rb and E2F1 during granulocytic differentiation"
"Literature","GENERIF_SUMMARY","E2F1 is upregulated by TR3 orphan nuclear receptor in human prostate cancer cells"
"Literature","GENERIF_SUMMARY","the Cyclin D1/E2F1 pathway may be involved in apoptotic death of bone marrow cells in myelodysplastic syndromes"
"Literature","GENERIF_SUMMARY","E2F1 activity is repressed by BRG1, but this repression is blocked when BRG1 interacts with EVI1"
"Literature","GENERIF_SUMMARY","two E2F-binding sites play distinct roles in the regulation of E2F1 transcription by interacting with different sets of E2F members and cooperating with the contiguous repressor element"
"Literature","GENERIF_SUMMARY","Here we show that the E2F1 binding domain of prohibitin has the potential to fold into a coiled-coil structure."
"Literature","GENERIF_SUMMARY","E2F and Sp1/Sp3 synergize but are not sufficient to activate the MYCN gene in neuroblastoma"
"Literature","GENERIF_SUMMARY","results establish that tumor necrosis factor alpha targets insulin-like growth factor-I induced E2F-transcription facor 1 synthesis, leading to inhibition of accumulation in cyclin A and hyperphosphorylation of RB protein"
"Literature","GENERIF_SUMMARY","E2F1 transactivation is repressed by MdmX"
"Literature","GENERIF_SUMMARY","Our results suggest that overexpression of E2F1, induced both by LOH at the RB locus and anomalous phosphorylation of the RB protein, is involved in the development of non-small cell lung carcinoma."
"Literature","GENERIF_SUMMARY","Results suggest that E2F1 plays a central role in signaling disturbances in the retinoblastoma growth control pathway and, by upregulation of Chk2 by Atm and Nbs1, may sensitize cells to undergo apoptosis."
"Literature","GENERIF_SUMMARY","The data suggest that E2F-1 overexpression plays a role in suppression of tumor, at least in part trough transcriptional regulation of FHIT and relevant activation of WWOX."
"Literature","GENERIF_SUMMARY","ErbB3-binding protein Ebp1 binding to E2F promoter elements and E2F-mediated transcription are regulated by heregulin"
"Literature","GENERIF_SUMMARY","increased expression of the E2F1 gene might play a significant role in human thyroid carcinogenesis through derangement of the Rb-E2F signaling pathway"
"Literature","GENERIF_SUMMARY","E2F1-dependent recruitment of Tip60 to chromatin occurred in late G(1)"
"Literature","GENERIF_SUMMARY","E2F1 stabilization in response to DNA damage requires p300/CREB-binding protein-associated factor"
"Literature","GENERIF_SUMMARY","new roles for several DNA damage response factors by demonstrating that they also participate in the oncogenic stress signaling pathway between E2F1 and p53"
"Literature","GENERIF_SUMMARY","results reveal an essential role of ACTR in control of breast cancer cell proliferation and implicate the ACTR-E2F1 pathway as a novel mechanism in antiestrogen resistance"
"Literature","GENERIF_SUMMARY","IL-1beta reduces the ability of IGF-I to activate Cdk2 and to induce E2F-1, cyclin A, and cyclin A-dependent phosphorylation of a retinoblastoma tumor suppressor"
"Literature","GENERIF_SUMMARY","E2F-1 may play a role in the detection and subsequent repair of damaged DNA [review]"
"Literature","GENERIF_SUMMARY","mitotic checkpoint protein Mad2 is a direct E2F target and, as a consequence, is aberrantly expressed in cells with Rb pathway defects"
"Literature","GENERIF_SUMMARY","Thus, expression of dbpA was positively regulated by E2F1, suggesting that one of the effects of E2F1 on cell proliferation might be mediated by dbpA at the carcinogenesis step."
"Literature","GENERIF_SUMMARY","Expression of ICBP90 was upregulated by E2F-1, and the upregulation was caused by binding of E2F-1 to the intron1 of ICBP90."
"Literature","GENERIF_SUMMARY","repression of hTERT by endogenous p53 is mediated by p21 and E2F"
"Literature","GENERIF_SUMMARY","RB/E2F signaling pathway activation is required for the modulation of hepatitis C virus core protein-induced cell growth in liver and non-liver cells"
"Literature","GENERIF_SUMMARY","upregulation of E2F-1 expression by heregulin beta 1 was directly inhibited by HES-1 through the same CACGAG-site as seen with estrogen-stimulated induction"
"Literature","GENERIF_SUMMARY","Increased expression in myelodysplastic bone marrow cells."
"Literature","GENERIF_SUMMARY","the central acidic domain of MDM2 is critical in inhibition of retinoblastoma-mediated suppression of E2F and cell growth"
"Literature","GENERIF_SUMMARY","The N-terminal 72 amino acids of Pura were involved in E2F-1 binding, inhibition of promoter activation by E2F-1 and reversal of E2F-mediated growth inhibition."
"Literature","GENERIF_SUMMARY","E2F-1 expression is inversely correlated with tumor growth in colon adenocarcinoma."
"Literature","GENERIF_SUMMARY","there is a negative feedback loop in apoptosis involving E2F and AKT"
"Literature","GENERIF_SUMMARY","BMP-2 inhibits DHT-induced growth of LNCaP cells through a decrease in E2F protein expression and suppression of E2F activity by hypophosphorylation of Rb"
"Literature","GENERIF_SUMMARY","induction of p27 acts as a negative feedback mechanism for E2F1 and may also contribute to other functions of E2F1"
"Literature","GENERIF_SUMMARY","Induction of the metallothionein 1G promoter by VEGF and heavy metals occurs through the utilization of different transcription factors, notably E2F1."
"Literature","GENERIF_SUMMARY","We report a novel, noncompetitive mechanism linking acetylation and ubiquitination, in which the association of transcription factor E2F-1 with the cellular coactivator and acetyltransferase p300 determines its acetylation and subsequent ubiquitination."
"Literature","GENERIF_SUMMARY","expression of E2F1 is negatively regulated by two miRNAs in the cluster, miR-17-5p and miR-20a"
"Literature","GENERIF_SUMMARY","E2F1/p53 interaction regulates the transcriptional activity of p53 throughout the cell cycle."
"Literature","GENERIF_SUMMARY","data identify E2F1 as a critical determinant of the cellular response to death-receptor-mediated apoptosis, and suggest that its downregulation contributes to the immune escape of lung adenocarcinoma tumor cells"
"Literature","GENERIF_SUMMARY","the expression of the E2F6 repressor is influenced at the transcriptional level by E2F family members and suggest that interplay among these transcriptional regulators, especially E2F1, may be critical for cell cycle regulation"
"Literature","GENERIF_SUMMARY","A subset of E2F1 targets are instrumental in altering proliferative, differentiation, and apoptotic properties. Deregulation of the E2F/RB pathway may promote the development of hormone-refractory prostate tumors."
"Literature","GENERIF_SUMMARY","MDM2 stabilizies E2F1 protein through the E2F1 ubiquitination pathway."
"Literature","GENERIF_SUMMARY","E2F1 contributes to the genetic instability associated with transformation and tumorigenesis"
"Literature","GENERIF_SUMMARY","data show that E2F1 has potential binding activity to the retinoblastoma control element and a different transcriptional regulation pathway which cooperates with the retinoblastoma tumor suppressor protein"
"Literature","GENERIF_SUMMARY","regulation of p14(ARF) gene by E2F is distinct from that of classical E2F targets. It is directly mediated by E2F through a novel E2F-responsive element that varies from the typical E2F site."
"Literature","GENERIF_SUMMARY","E2F1 may participate in telomerase activity regulation in malignant glioma cells. Its expression appears to be strongly associated with the survival of patients with malignant brain tumors."
"Literature","GENERIF_SUMMARY","E2F1, in addition to EGFR, target sites induce B-Myb promoter"
"Literature","GENERIF_SUMMARY","MDM2 has critical roles in the regulation of p21 and E2F1 expression, stability and function [review]"
"Literature","GENERIF_SUMMARY","Regulation of E2F1 by IKK alpha influences estrogen-mediated cell cycle progression"
"Literature","GENERIF_SUMMARY","E2F1-induced Mre11-Rad50-Nbs1 (MRN) foci generate a cell cycle checkpoint that with sustained E2F1 activity eventually yields to apoptosis."
"Literature","GENERIF_SUMMARY","concomitant induction of E2F1 targets ASK1 and Bim by HDACIs warrants an effective activation of E2F1-dependent apoptosis in response to suberoylanilide hydroxamic acid"
"Literature","GENERIF_SUMMARY","the release of E2F activity by elevated E2F1 gene copy numbers may play a functional role in melanoma growth"
"Literature","GENERIF_SUMMARY","Can bind the rRNA promoter and modulate its activity through the interaction with two identifiable E2F1-binding sequences."
"Literature","GENERIF_SUMMARY","Up-regulation of ASK-1 may also favour the p53-independent E2F1 apoptotic activity."
"Literature","GENERIF_SUMMARY","JPO1/CDCA7 is a unique transcription regulator whose expression is activated by E2F1 as well as c-Myc."
"Literature","GENERIF_SUMMARY","Myc and E2F1 engage the ATM signaling pathway to activate p53 and induce apoptosis [review]"
"Literature","GENERIF_SUMMARY","Results provide insights into the possibility of using E2F1 as a therapeutic target in the treatment of cancer."
"Literature","GENERIF_SUMMARY","Deregulation of E2F1 underlies much of the chromosomal instability in breast tumors."
"Literature","GENERIF_SUMMARY","only 75 amino acids from within the DNA-binding domain of E2F-1 are sufficient for cell death and that this activity is also present in the DNA-binding domains of E2F-2 and E2F-3"
"Literature","GENERIF_SUMMARY","histone deacetylase inhibitor sodium butyrate induces G1/S phase arrest in E1A + Ras-transformed cells through down-regulation of E2F1 activity and stabilization of beta-catenin"
"Literature","GENERIF_SUMMARY","There were no significant changes of CDK4 and E2F-1/4 expression in benzo(a)pyrene treated embryo lung fibroblasts."
"Literature","GENERIF_SUMMARY","E2F1 may cooperate with alterations in the MAPK or Rb pathways in the promotion of proliferation in many or most types of melanoma and may become a target for therapeutic intervention."
"Literature","GENERIF_SUMMARY","There is a mutual regulation between E2F1 and SirT1 that affects cellular sensitivity to DNA damage."
"Literature","GENERIF_SUMMARY","E2F and Wip1 are modulators of E2F1-induced apoptosis involving p38 MAP kinase"
"Literature","GENERIF_SUMMARY","There is a positive feedback regulatory loop consisting of E2F1 and SRC-3 to maintain high levels of SRC-3 and E2F1 activity, which may partially interpret the oncogenic role of SRC-3 overexpression."
"Literature","GENERIF_SUMMARY","Depletion of E2F1 prevented prohibitin from repressing the YY1 promoter."
"Literature","GENERIF_SUMMARY","Data demonstrate a novel physiological aspect of E2F1 in human cancer cells, where activated mitochondrial biogenesis occurs as a consequence of the acute loss of E2F1."
"Literature","GENERIF_SUMMARY","CDCA4 participates in the regulation of cell proliferation, mainly through the E2F/retinoblastoma protein pathway"
