"Category","Term","Count","List Total","Pop Hits","Pop Total","P-Value","Benjamini","Fold Enrichment","Bonferroni","FDR","Fisher Exact","User Ids"
"DISGENET","Carcinomatosis","13","53","162","9587","4.14e-11","1.40e-9","14.52","3.21e-8","1.12e-9","2.65e-12","RB1,PTEN,BRCA1,GATA3,ESR1,EGFR,ACTB,CCND1,CDH1,CDK4,MYC,PGR,TP53"
"DISGENET","Carcinoma, Spindle-Cell","13","53","162","9587","4.14e-11","1.40e-9","14.52","3.21e-8","1.12e-9","2.65e-12","RB1,PTEN,BRCA1,GATA3,ESR1,EGFR,ACTB,CCND1,CDH1,CDK4,MYC,PGR,TP53"
"DISGENET","Undifferentiated carcinoma","13","53","162","9587","4.14e-11","1.40e-9","14.52","3.21e-8","1.12e-9","2.65e-12","RB1,PTEN,BRCA1,GATA3,ESR1,EGFR,ACTB,CCND1,CDH1,CDK4,MYC,PGR,TP53"
"DISGENET","Anaplastic carcinoma","13","53","162","9587","4.14e-11","1.40e-9","14.52","3.21e-8","1.12e-9","2.65e-12","RB1,PTEN,BRCA1,GATA3,ESR1,EGFR,ACTB,CCND1,CDH1,CDK4,MYC,PGR,TP53"
"DISGENET","Carcinoma","13","53","163","9587","4.45e-11","1.44e-9","14.43","3.46e-8","1.16e-9","2.86e-12","RB1,PTEN,BRCA1,GATA3,ESR1,EGFR,ACTB,CCND1,CDH1,CDK4,MYC,PGR,TP53"
"DISGENET","Lung Neoplasms","15","53","262","9587","6.41e-11","1.99e-9","10.36","4.98e-8","1.60e-9","5.87e-12","FEN1,PCNA,PTEN,TYMS,BRCA2,ESR1,EGFR,ACTB,PIK3CA,CCND1,MYC,ERBB2,BIRC5,AKT1,TP53"
"DISGENET","Malignant neoplasm of lung","15","53","263","9587","6.75e-11","2.01e-9","10.32","5.24e-8","1.62e-9","6.20e-12","FEN1,PCNA,PTEN,TYMS,BRCA2,ESR1,EGFR,ACTB,PIK3CA,CCND1,MYC,ERBB2,BIRC5,AKT1,TP53"
"DISGENET","Colorectal Neoplasms","15","53","276","9587","1.28e-10","3.59e-9","9.83","9.96e-8","2.88e-9","1.24e-11","FEN1,RRM2,MKI67,TYMS,EGFR,AURKA,PIK3CA,CDH1,MYC,BIRC5,AKT1,TK1,GAPDH,TP53,BUB1"
"DISGENET","Neoplasm of uncertain or unknown behavior of ovary","8","53","29","9587","1.29e-10","3.59e-9","49.90","1.00e-7","2.88e-9","1.97e-12","PIK3CA,ERBB2,PTEN,AKT1,BRCA1,BRCA2,ESR1,TP53"
"DISGENET","Mammary Neoplasms, Experimental","12","53","155","9587","4.72e-10","1.26e-8","14.00","3.66e-7","1.01e-8","3.13e-11","RB1,CCND1,CDH1,CDK4,ERBB2,PGR,BRCA1,GATA3,ESR1,EGFR,ACTB,AURKA"
"DISGENET","Prostatic Neoplasms","19","53","615","9587","1.44e-9","3.61e-8","5.59","1.12e-6","2.90e-8","2.50e-10","FOXA1,RB1,TOP2A,PTEN,BRCA1,TYMS,BRCA2,ESR1,EGFR,AURKA,PIK3CA,CCND1,CDH1,MYC,ERBB2,BIRC5,AKT1,TP53,EZH2"
"DISGENET","Malignant neoplasm of prostate","19","53","615","9587","1.44e-9","3.61e-8","5.59","1.12e-6","2.90e-8","2.50e-10","FOXA1,RB1,TOP2A,PTEN,BRCA1,TYMS,BRCA2,ESR1,EGFR,AURKA,PIK3CA,CCND1,CDH1,MYC,ERBB2,BIRC5,AKT1,TP53,EZH2"
"DISGENET","Malignant neoplasm of pancreas","10","53","100","9587","2.58e-9","6.25e-8","18.09","2.00e-6","5.01e-8","1.30e-10","RB1,CDH1,MYC,PTEN,BRCA1,TYMS,BRCA2,TP53,BUB1,EGFR"
"DISGENET","Animal Mammary Neoplasms","11","53","142","9587","3.44e-9","7.85e-8","14.01","2.67e-6","6.30e-8","2.28e-10","RB1,CCND1,CDH1,CDK4,ERBB2,PGR,BRCA1,GATA3,ESR1,EGFR,ACTB"
"DISGENET","Mammary Carcinoma, Animal","11","53","142","9587","3.44e-9","7.85e-8","14.01","2.67e-6","6.30e-8","2.28e-10","RB1,CCND1,CDH1,CDK4,ERBB2,PGR,BRCA1,GATA3,ESR1,EGFR,ACTB"
"DISGENET","Endometrial Carcinoma","9","53","72","9587","3.93e-9","8.71e-8","22.61","3.05e-6","6.99e-8","1.55e-10","CCND1,CDH1,MYC,PTEN,BIRC5,PGR,ESR1,EGFR,EZH2"
"DISGENET","Non-Small Cell Lung Carcinoma","11","53","156","9587","8.58e-9","1.85e-7","12.75","6.66e-6","1.48e-7","6.29e-10","RB1,PIK3CA,MYC,ERBB2,PTEN,E2F1,BIRC5,AKT1,NEK2,TP53,EGFR"
"DISGENET","Squamous cell carcinoma of the head and neck","8","53","52","9587","1.01e-8","2.12e-7","27.83","7.83e-6","1.70e-7","3.14e-10","CCNB1,CCND1,PIK3CA,CDK4,PTEN,AKT1,TP53,EGFR"
"DISGENET","Disease Exacerbation","11","53","165","9587","1.47e-8","3.01e-7","12.06","1.14e-5","2.42e-7","1.15e-9","TOP2A,CCND1,PIK3CA,CDH1,MYC,ERBB2,PTEN,MKI67,ESR1,TP53,EGFR"
"DISGENET","Squamous cell carcinoma","10","53","124","9587","1.74e-8","3.47e-7","14.59","1.35e-5","2.78e-7","1.11e-9","CCND1,PIK3CA,CDH1,MYC,BIRC5,AKT1,TYMS,GAPDH,TP53,EGFR"
"DISGENET","Endometrial Neoplasms","8","53","58","9587","2.21e-8","4.29e-7","24.95","1.72e-5","3.45e-7","7.81e-10","CCND1,CDH1,MYC,PTEN,BIRC5,PGR,ESR1,EZH2"
"DISGENET","Pancreatic Neoplasm","9","53","98","9587","4.64e-8","8.78e-7","16.61","3.60e-5","7.05e-7","2.57e-9","RB1,CDH1,MYC,PTEN,BRCA1,TYMS,BRCA2,TP53,EGFR"
"DISGENET","Colorectal Carcinoma","18","53","700","9587","7.63e-8","1.41e-6","4.65","5.92e-5","1.13e-6","1.59e-8","FEN1,RRM2,PTEN,NCAPG,MKI67,TYMS,EGFR,AURKA,PIK3CA,CCND1,CDH1,MYC,BIRC5,AKT1,TK1,GAPDH,TP53,BUB1"
"DISGENET","Carcinoma of lung","6","53","22","9587","9.47e-8","1.71e-6","49.33","7.35e-5","1.37e-6","1.49e-9","PIK3CA,ERBB2,PTEN,BRCA2,TP53,EGFR"
"DISGENET","Colonic Neoplasms","10","53","151","9587","9.70e-8","1.71e-6","11.98","7.53e-5","1.37e-6","7.61e-9","PCNA,CCND1,MYC,ERBB2,BIRC5,MKI67,TYMS,TP53,EGFR,MCM2"
"DISGENET","Malignant tumor of colon","10","53","158","9587","1.43e-7","2.47e-6","11.45","1.11e-4","1.98e-6","1.18e-8","PCNA,CCND1,MYC,ERBB2,BIRC5,MKI67,TYMS,TP53,EGFR,MCM2"
"DISGENET","Ductal Carcinoma","5","53","11","9587","2.47e-7","4.17e-6","82.22","1.92e-4","3.34e-6","1.92e-9","FOXA1,CDH1,MYC,PTEN,TP53"
"DISGENET","Hereditary Diffuse Gastric Cancer","12","53","292","9587","3.44e-7","5.69e-6","7.43","2.67e-4","4.56e-6","4.44e-8","MUC1,CCND1,PIK3CA,CDH1,CDK4,MYC,ERBB2,KRT8,BIRC5,TYMS,TP53,EGFR"
"DISGENET","Glioma","8","53","87","9587","3.81e-7","6.17e-6","16.63","2.96e-4","4.95e-6","2.11e-8","TOP2A,PIK3CA,ERBB2,PLK1,PTEN,BRCA2,TP53,EGFR"
"DISGENET","Stomach Neoplasms","12","53","296","9587","3.95e-7","6.25e-6","7.33","3.06e-4","5.02e-6","5.16e-8","MUC1,CCND1,PIK3CA,CDH1,CDK4,MYC,ERBB2,KRT8,BIRC5,TYMS,TP53,EGFR"
"DISGENET","Malignant neoplasm of stomach","12","53","299","9587","4.36e-7","6.77e-6","7.26","3.39e-4","5.44e-6","5.77e-8","MUC1,CCND1,PIK3CA,CDH1,CDK4,MYC,ERBB2,KRT8,BIRC5,TYMS,TP53,EGFR"
"DISGENET","Neoplastic Cell Transformation","9","53","139","9587","7.01e-7","1.07e-5","11.71","5.44e-4","8.57e-6","5.63e-8","MUC1,CCND1,CDH1,MYC,PTEN,BRCA1,ESR1,TP53,EZH2"
"DISGENET","Adenoid Cystic Carcinoma","8","53","100","9587","9.90e-7","1.48e-5","14.47","7.68e-4","1.19e-5","6.36e-8","TOP2A,CCND1,PIK3CA,CDH1,PTEN,BRCA1,TP53,DTL"
"DISGENET","Adenocarcinoma of lung (disorder)","10","53","206","9587","1.35e-6","1.98e-5","8.78","1.05e-3","1.59e-5","1.47e-7","TOP2A,RRM2,PIK3CA,MYC,ERBB2,AKT1,TK1,TYMS,GAPDH,EGFR"
"DISGENET","Brain Neoplasms","6","53","39","9587","1.93e-6","2.78e-5","27.83","1.50e-3","2.23e-5","6.05e-8","PCNA,CCND1,CDK4,PTEN,TP53,EGFR"
"DISGENET","Cutaneous Melanoma","6","53","41","9587","2.49e-6","3.52e-5","26.47","1.93e-3","2.82e-5","8.27e-8","CCND1,PIK3CA,CDK4,PTEN,AKT1,TP53"
"DISGENET","Osteosarcoma","6","53","47","9587","4.98e-6","6.90e-5","23.09","3.86e-3","5.54e-5","1.93e-7","RB1,MYC,AKT1,TP53,EGFR,EZH2"
"DISGENET","Nasopharyngeal carcinoma","5","53","22","9587","5.24e-6","7.13e-5","41.11","4.06e-3","5.72e-5","1.04e-7","CCND1,PIK3CA,ERBB2,PTEN,TP53"
"DISGENET","Adenocarcinoma of large intestine","7","53","96","9587","1.21e-5","1.62e-4","13.19","9.34e-3","1.30e-4","8.57e-7","PIK3CA,ERBB2,PTEN,AKT1,TP53,EGFR,AURKA"
"DISGENET","Breast Cancer, Familial","5","53","29","9587","1.65e-5","2.17e-4","31.19","1.27e-2","1.75e-4","4.57e-7","PIK3CA,CDH1,CHEK1,BRCA1,BRCA2"
"DISGENET","Head and Neck Carcinoma","4","53","10","9587","1.76e-5","2.27e-4","72.35","1.36e-2","1.83e-4","1.71e-7","PIK3CA,ERBB2,TP53,EGFR"
"DISGENET","Neoplasm Metastasis","9","53","217","9587","1.93e-5","2.46e-4","7.50","1.49e-2","1.98e-4","2.47e-6","RB1,PIK3CA,CDH1,MYC,ERBB2,PTEN,ESR1,TP53,EGFR"
"DISGENET","Neoplasms, Experimental","6","53","66","9587","2.68e-5","3.36e-4","16.44","2.06e-2","2.70e-4","1.50e-6","RB1,PCNA,CCND1,CDH1,CDK4,ERBB2"
"DISGENET","Head and Neck Neoplasms","5","53","33","9587","2.80e-5","3.45e-4","27.41","2.15e-2","2.77e-4","8.99e-7","PIK3CA,ERBB2,TYMS,TP53,EGFR"
"DISGENET","Uterine Cervical Neoplasm","5","53","35","9587","3.56e-5","4.20e-4","25.84","2.72e-2","3.38e-4","1.22e-6","CCND1,MYC,BIRC5,TP53,EGFR"
"DISGENET","Malignant Glioma","6","53","70","9587","3.58e-5","4.20e-4","15.50","2.74e-2","3.38e-4","2.13e-6","TOP2A,ERBB2,PLK1,PTEN,BRCA2,TP53"
"DISGENET","mixed gliomas","6","53","70","9587","3.58e-5","4.20e-4","15.50","2.74e-2","3.38e-4","2.13e-6","TOP2A,ERBB2,PLK1,PTEN,BRCA2,TP53"
"DISGENET","Malignant neoplasm of brain","5","53","38","9587","4.96e-5","5.74e-4","23.80","3.77e-2","4.61e-4","1.86e-6","PCNA,CCND1,CDK4,PTEN,EGFR"
"DISGENET","melanoma","9","53","248","9587","5.03e-5","5.75e-4","6.56","3.83e-2","4.61e-4","7.36e-6","CCND1,PIK3CA,CDK4,PTEN,E2F1,AKT1,BRCA2,TP53,AURKA"
"DISGENET","Hereditary Breast and Ovarian Cancer Syndrome","4","53","14","9587","5.25e-5","5.91e-4","51.68","3.99e-2","4.74e-4","8.00e-7","PTEN,BRCA1,BRCA2,TP53"
"DISGENET","Esophageal Neoplasms","6","53","78","9587","6.04e-5","6.60e-4","13.91","4.58e-2","5.30e-4","4.04e-6","CCND1,ERBB2,GAPDH,TP53,EGFR,ACTB"
"DISGENET","Malignant neoplasm of esophagus","6","53","78","9587","6.04e-5","6.60e-4","13.91","4.58e-2","5.30e-4","4.04e-6","CCND1,ERBB2,GAPDH,TP53,EGFR,ACTB"
"DISGENET","Mesothelioma","5","53","41","9587","6.72e-5","7.24e-4","22.06","5.08e-2","5.81e-4","2.74e-6","MUC1,CDH1,PGR,ESR1,EGFR"
"DISGENET","Malignant neoplasm of kidney","5","53","44","9587","8.90e-5","9.21e-4","20.56","6.67e-2","7.39e-4","3.93e-6","CCND1,PTEN,BRCA2,TP53,AURKA"
"DISGENET","Malignant Head and Neck Neoplasm","5","53","44","9587","8.90e-5","9.21e-4","20.56","6.67e-2","7.39e-4","3.93e-6","PIK3CA,ERBB2,TYMS,TP53,EGFR"
"DISGENET","Thyroid carcinoma","5","53","44","9587","8.90e-5","9.21e-4","20.56","6.67e-2","7.39e-4","3.93e-6","CCND1,PIK3CA,CDH1,PTEN,TP53"
"DISGENET","Malignant neoplasm of urinary bladder","7","53","141","9587","1.06e-4","1.08e-3","8.98","7.91e-2","8.70e-4","1.12e-5","RB1,CDH1,MYC,BRCA2,ESR1,TP53,EGFR"
"DISGENET","Liver neoplasms","7","53","142","9587","1.10e-4","1.10e-3","8.92","8.21e-2","8.82e-4","1.18e-5","TOP2A,KRT18,CCND1,MYC,KRT8,ESR1,TP53"
"DISGENET","Malignant neoplasm of liver","7","53","142","9587","1.10e-4","1.10e-3","8.92","8.21e-2","8.82e-4","1.18e-5","TOP2A,KRT18,CCND1,MYC,KRT8,ESR1,TP53"
"DISGENET","Neuroblastoma","5","53","47","9587","1.16e-4","1.12e-3","19.24","8.58e-2","9.03e-4","5.48e-6","TOP2A,MYC,GATA3,ESR1,AURKA"
"DISGENET","Adrenocortical carcinoma","4","53","18","9587","1.16e-4","1.12e-3","40.20","8.61e-2","9.03e-4","2.41e-6","TOP2A,RB1,TP53,EGFR"
"DISGENET","Small cell carcinoma of lung","5","53","54","9587","1.99e-4","1.89e-3","16.75","1.43e-1","1.51e-3","1.10e-5","RB1,PTEN,AKT1,TP53,EGFR"
"DISGENET","leukemia","5","53","54","9587","1.99e-4","1.89e-3","16.75","1.43e-1","1.51e-3","1.10e-5","TOP2A,CCND1,PLK1,PTEN,ESR1"
"DISGENET","Intrahepatic Cholangiocarcinoma","4","53","24","9587","2.81e-4","2.60e-3","30.15","1.96e-1","2.08e-3","8.15e-6","ERBB2,PTEN,TP53,EGFR"
"DISGENET","Extrahepatic Cholangiocarcinoma","4","53","24","9587","2.81e-4","2.60e-3","30.15","1.96e-1","2.08e-3","8.15e-6","ERBB2,PTEN,TP53,EGFR"
"DISGENET","Hepatoma, Novikoff","6","53","110","9587","3.07e-4","2.71e-3","9.87","2.12e-1","2.17e-3","2.95e-5","RB1,CCND1,CDH1,MYC,TK1,TP53"
"DISGENET","Experimental Hepatoma","6","53","110","9587","3.07e-4","2.71e-3","9.87","2.12e-1","2.17e-3","2.95e-5","RB1,CCND1,CDH1,MYC,TK1,TP53"
"DISGENET","Hepatoma, Morris","6","53","110","9587","3.07e-4","2.71e-3","9.87","2.12e-1","2.17e-3","2.95e-5","RB1,CCND1,CDH1,MYC,TK1,TP53"
"DISGENET","Liver Neoplasms, Experimental","6","53","110","9587","3.07e-4","2.71e-3","9.87","2.12e-1","2.17e-3","2.95e-5","RB1,CCND1,CDH1,MYC,TK1,TP53"
"DISGENET","Cholangiocarcinoma","4","53","26","9587","3.58e-4","3.12e-3","27.83","2.43e-1","2.51e-3","1.14e-5","ERBB2,PTEN,TP53,EGFR"
"DISGENET","Pigmented Basal Cell Carcinoma","4","53","27","9587","4.02e-4","3.46e-3","26.80","2.68e-1","2.78e-3","1.33e-5","RB1,PIK3CA,ERBB2,TP53"
"DISGENET","Carcinoma, Basal Cell","4","53","28","9587","4.48e-4","3.82e-3","25.84","2.94e-1","3.07e-3","1.54e-5","RB1,PIK3CA,ERBB2,TP53"
"DISGENET","MYELODYSPLASTIC SYNDROME","5","53","67","9587","4.58e-4","3.87e-3","13.50","2.99e-1","3.10e-3","3.17e-5","MYC,BRCA1,BRCA2,TP53,EZH2"
"DISGENET","Marijuana Abuse","4","53","30","9587","5.51e-4","4.60e-3","24.12","3.48e-1","3.69e-3","2.05e-5","AKT1,ESR1,TP53,EGFR"
"DISGENET","Chromophobe Renal Cell Carcinoma","6","53","127","9587","5.95e-4","4.67e-3","8.55","3.70e-1","3.75e-3","6.62e-5","PIK3CA,ERBB2,KRT8,PTEN,BIRC5,TP53"
"DISGENET","Sarcomatoid Renal Cell Carcinoma","6","53","127","9587","5.95e-4","4.67e-3","8.55","3.70e-1","3.75e-3","6.62e-5","PIK3CA,ERBB2,KRT8,PTEN,BIRC5,TP53"
"DISGENET","Papillary Renal Cell Carcinoma","6","53","127","9587","5.95e-4","4.67e-3","8.55","3.70e-1","3.75e-3","6.62e-5","PIK3CA,ERBB2,KRT8,PTEN,BIRC5,TP53"
"DISGENET","Collecting Duct Carcinoma of the Kidney","6","53","127","9587","5.95e-4","4.67e-3","8.55","3.70e-1","3.75e-3","6.62e-5","PIK3CA,ERBB2,KRT8,PTEN,BIRC5,TP53"
"DISGENET","Renal Cell Carcinoma","6","53","127","9587","5.95e-4","4.67e-3","8.55","3.70e-1","3.75e-3","6.62e-5","PIK3CA,ERBB2,KRT8,PTEN,BIRC5,TP53"
"DISGENET","Solid Neoplasm","3","53","7","9587","5.96e-4","4.67e-3","77.52","3.70e-1","3.75e-3","5.50e-6","PIK3CA,PTEN,EZH2"
"DISGENET","cervical cancer","4","53","34","9587","8.00e-4","6.21e-3","21.28","4.63e-1","4.98e-3","3.41e-5","CCND1,MYC,BIRC5,EGFR"
"DISGENET","Bladder Neoplasm","6","53","140","9587","9.26e-4","7.11e-3","7.75","5.13e-1","5.71e-3","1.14e-4","RB1,CDH1,MYC,ESR1,TP53,EGFR"
"DISGENET","Carcinoma, Small Cell","3","53","9","9587","1.01e-3","7.46e-3","60.30","5.45e-1","5.99e-3","1.31e-5","RB1,BIRC5,TP53"
"DISGENET","Hamartoma Syndrome, Multiple","3","53","9","9587","1.01e-3","7.46e-3","60.30","5.45e-1","5.99e-3","1.31e-5","PIK3CA,PTEN,AKT1"
"DISGENET","Pancreatic carcinoma, familial","3","53","9","9587","1.01e-3","7.46e-3","60.30","5.45e-1","5.99e-3","1.31e-5","BRCA1,BRCA2,TP53"
"DISGENET","Polycystic Ovary Syndrome","6","53","143","9587","1.02e-3","7.46e-3","7.59","5.46e-1","5.99e-3","1.28e-4","TOP2A,CCNB1,RRM2,PBK,TTK,MAD2L1"
"DISGENET","Sclerocystic Ovaries","6","53","143","9587","1.02e-3","7.46e-3","7.59","5.46e-1","5.99e-3","1.28e-4","TOP2A,CCNB1,RRM2,PBK,TTK,MAD2L1"
"DISGENET","Conventional (Clear Cell) Renal Cell Carcinoma","6","53","147","9587","1.15e-3","8.36e-3","7.38","5.91e-1","6.71e-3","1.49e-4","PIK3CA,ERBB2,KRT8,PTEN,BIRC5,TP53"
"DISGENET","Neoplasm Recurrence, Local","4","53","39","9587","1.20e-3","8.61e-3","18.55","6.06e-1","6.91e-3","5.93e-5","ERBB2,TYMS,ESR1,EGFR"
"DISGENET","Malignant neoplasm of gallbladder","3","53","10","9587","1.26e-3","8.91e-3","54.27","6.25e-1","7.15e-3","1.86e-5","ERBB2,TP53,EGFR"
"DISGENET","gallbladder neoplasm","3","53","10","9587","1.26e-3","8.91e-3","54.27","6.25e-1","7.15e-3","1.86e-5","ERBB2,TP53,EGFR"
"DISGENET","Prostatic Intraepithelial Neoplasias","3","53","11","9587","1.54e-3","1.01e-2","49.33","6.97e-1","8.13e-3","2.55e-5","CDH1,PTEN,ESR1"
"DISGENET","Squamous cell carcinoma of esophagus","5","53","94","9587","1.64e-3","1.01e-2","9.62","7.20e-1","8.13e-3","1.61e-4","RB1,CCND1,TP53,EGFR,MAD2L1"
"DISGENET","Malignant neoplasm of salivary gland","4","53","45","9587","1.82e-3","1.01e-2","16.08","7.57e-1","8.13e-3","1.05e-4","TOP2A,CCND1,CDH1,DTL"
"DISGENET","Intraorbital Meningioma","3","53","12","9587","1.84e-3","1.01e-2","45.22","7.60e-1","8.13e-3","3.39e-5","PTEN,AKT1,PGR"
"DISGENET","Papillary Meningioma","3","53","12","9587","1.84e-3","1.01e-2","45.22","7.60e-1","8.13e-3","3.39e-5","PTEN,AKT1,PGR"
"DISGENET","Meningiomas, Multiple","3","53","12","9587","1.84e-3","1.01e-2","45.22","7.60e-1","8.13e-3","3.39e-5","PTEN,AKT1,PGR"
"DISGENET","Meningothelial meningioma","3","53","12","9587","1.84e-3","1.01e-2","45.22","7.60e-1","8.13e-3","3.39e-5","PTEN,AKT1,PGR"
"DISGENET","Sphenoid Wing Meningioma","3","53","12","9587","1.84e-3","1.01e-2","45.22","7.60e-1","8.13e-3","3.39e-5","PTEN,AKT1,PGR"
"DISGENET","Spinal Meningioma","3","53","12","9587","1.84e-3","1.01e-2","45.22","7.60e-1","8.13e-3","3.39e-5","PTEN,AKT1,PGR"
"DISGENET","Angioblastic Meningioma","3","53","12","9587","1.84e-3","1.01e-2","45.22","7.60e-1","8.13e-3","3.39e-5","PTEN,AKT1,PGR"
"DISGENET","Parasagittal Meningioma","3","53","12","9587","1.84e-3","1.01e-2","45.22","7.60e-1","8.13e-3","3.39e-5","PTEN,AKT1,PGR"
"DISGENET","Benign Meningioma","3","53","12","9587","1.84e-3","1.01e-2","45.22","7.60e-1","8.13e-3","3.39e-5","PTEN,AKT1,PGR"
